City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Calama,CL,-22.4667,-68.9333,52.29,17,0,16.11,clear sky
1,Wabash,US,40.7978,-85.8205,81.12,74,4,7.18,clear sky
2,Bluff,NZ,-46.6,168.3333,41.81,58,82,6.38,broken clouds
3,Sola,VU,-13.8833,167.55,80.17,79,94,17.74,overcast clouds
4,Katsuura,JP,35.1333,140.3,73.71,87,58,9.48,broken clouds
5,Rikitea,PF,-23.1203,-134.9692,75.58,73,9,13.56,clear sky
6,Ahuimanu,US,21.4447,-157.8378,83.34,64,75,16.11,light rain
7,Chokurdakh,RU,70.6333,147.9167,44.94,47,88,16.24,overcast clouds
8,Itarema,BR,-2.9248,-39.9167,74.44,86,100,9.35,overcast clouds
9,Hithadhoo,MV,-0.6,73.0833,83.93,69,36,10.65,scattered clouds
10,Rodionovo-Nesvetayskaya,RU,47.6103,39.7121,57.72,66,9,4.38,clear sky
11,Rio Gallegos,AR,-51.6226,-69.2181,34.61,80,100,21.27,overcast clouds
12,Albany,US,42.6001,-73.9662,63.18,80,100,3.0,overcast clouds
13,Douentza,ML,14.9951,-2.9517,85.82,51,100,11.7,overcast clouds
14,Waingapu,ID,-9.6567,120.2641,82.0,62,45,17.87,scattered clouds
15,Odenthal,DE,51.0348,7.1182,67.86,55,0,6.91,clear sky
16,Butaritari,KI,3.0707,172.7902,81.46,77,98,10.83,moderate rain
17,Constitucion,CL,-35.3333,-72.4167,52.52,87,100,18.68,light rain
18,Vaini,TO,-21.2,-175.2,77.16,61,20,11.5,few clouds
19,Grootfontein,NA,-19.5667,18.1167,48.52,35,0,4.29,clear sky
20,Airai,TL,-8.9266,125.4092,66.72,67,81,5.41,light rain
21,New Norfolk,AU,-42.7826,147.0587,56.91,82,100,4.0,overcast clouds
22,Atuona,PF,-9.8,-139.0333,78.35,63,0,19.64,clear sky
23,Ushuaia,AR,-54.8,-68.3,35.26,93,100,23.02,light rain
24,Hermanus,ZA,-34.4187,19.2345,59.81,87,100,11.05,overcast clouds
25,Dudinka,RU,69.4058,86.1778,78.62,35,0,8.1,clear sky
26,Tuktoyaktuk,CA,69.4541,-133.0374,43.74,69,100,7.07,overcast clouds
27,Castro,BR,-24.7911,-50.0119,59.31,90,0,4.52,clear sky
28,Mar Del Plata,AR,-38.0023,-57.5575,43.95,63,19,4.61,few clouds
29,Iqaluit,CA,63.7506,-68.5145,41.7,66,100,8.01,overcast clouds
30,Cairns,AU,-16.9167,145.7667,78.12,69,100,19.57,overcast clouds
31,El Tarra,CO,8.5756,-73.0949,75.16,94,74,2.53,broken clouds
32,Geraldton,AU,-28.7667,114.6,55.81,94,100,12.66,overcast clouds
33,Porto Walter,BR,-8.2686,-72.7439,76.75,69,100,2.93,overcast clouds
34,Marzuq,YE,14.4,46.4667,77.65,47,45,4.5,scattered clouds
35,Mataura,NZ,-46.1927,168.8643,41.49,50,96,2.06,overcast clouds
36,Avarua,CK,-21.2078,-159.775,82.45,83,40,17.27,scattered clouds
37,Dunedin,NZ,-45.8742,170.5036,51.8,58,100,1.34,overcast clouds
38,Clyde River,CA,70.4692,-68.5914,34.03,93,100,17.27,light snow
39,Gladstone,AU,-23.85,151.25,72.79,46,0,5.75,clear sky
40,Tasiilaq,GL,65.6145,-37.6368,30.36,81,10,5.48,clear sky
41,Cuetzalan,MX,20.0333,-97.5167,65.64,95,98,1.32,overcast clouds
42,Shiraoi,JP,42.55,141.35,62.2,95,100,6.46,overcast clouds
43,Dukat,RU,62.55,155.55,51.49,79,100,9.64,overcast clouds
44,Catalao,BR,-18.1658,-47.9464,63.01,49,100,6.17,overcast clouds
45,Petrovsk-Zabaykalskiy,RU,51.273,108.843,65.77,47,0,7.92,clear sky
46,Tiznit,MA,29.5833,-9.5,60.78,65,5,2.77,clear sky
47,Hilo,US,19.7297,-155.09,84.27,81,100,5.75,overcast clouds
48,Barra Patuca,HN,15.8,-84.2833,78.39,81,21,5.99,few clouds
49,Georgetown,MY,5.4112,100.3354,80.89,87,20,0.0,few clouds
50,Sitka,US,57.0531,-135.33,53.49,82,100,4.61,overcast clouds
51,Port Alfred,ZA,-33.5906,26.891,63.19,74,93,5.93,overcast clouds
52,Victoria,HK,22.2855,114.1577,89.65,78,52,5.01,broken clouds
53,Khatanga,RU,71.9667,102.5,53.49,38,87,13.62,overcast clouds
54,Baoro,CF,5.6667,15.9667,65.48,97,100,2.64,overcast clouds
55,Hasaki,JP,35.7333,140.8333,77.4,86,95,9.91,overcast clouds
56,San Jose,US,37.3394,-121.895,90.21,43,75,11.5,broken clouds
57,Bairiki,KI,1.3292,172.9752,86.0,74,20,10.36,few clouds
58,Bartica,GY,6.4,-58.6167,73.45,98,100,2.44,overcast clouds
59,Narsaq,GL,60.9167,-46.05,52.02,52,0,4.52,clear sky
60,Axim,GH,4.8699,-2.2405,74.7,93,95,5.01,light rain
61,Ossora,RU,59.2353,163.0719,50.97,85,99,7.7,overcast clouds
62,Lebu,CL,-37.6167,-73.65,48.45,90,100,7.83,heavy intensity rain
63,Leningradskiy,RU,69.3833,178.4167,51.53,53,86,9.15,overcast clouds
64,Thiadiaye,SN,14.4205,-16.7056,79.61,62,71,11.32,broken clouds
65,Pevek,RU,69.7008,170.3133,45.09,60,100,11.97,overcast clouds
66,Svetlogorsk,BY,52.6333,29.7333,54.1,91,66,9.98,broken clouds
67,Deputatskiy,RU,69.3,139.9,46.69,38,13,14.83,few clouds
68,Nizhnevartovsk,RU,60.9344,76.5531,59.02,100,75,7.0,broken clouds
69,Saint George,US,37.1041,-113.5841,92.62,18,0,14.97,clear sky
70,Tiksi,RU,71.6872,128.8694,40.66,63,100,22.86,overcast clouds
71,Verkhoyansk,RU,67.5447,133.385,55.87,55,58,2.73,broken clouds
72,Skibbereen,IE,51.55,-9.2667,53.11,92,0,3.6,clear sky
73,Nikolskoye,RU,59.7035,30.7861,49.91,72,91,3.04,overcast clouds
74,Coihaique,CL,-45.5752,-72.0662,25.41,86,0,1.14,clear sky
75,Cooma,AU,-36.2333,149.1333,49.37,70,100,4.54,overcast clouds
76,Guerrero Negro,MX,27.9769,-114.0611,73.87,59,0,18.21,clear sky
77,Bethel,US,41.3712,-73.414,61.65,95,99,1.01,overcast clouds
78,Vestmannaeyjar,IS,63.4427,-20.2734,46.78,74,100,4.03,overcast clouds
79,Port Elizabeth,ZA,-33.918,25.5701,59.31,87,100,1.99,overcast clouds
80,Camacha,PT,33.0833,-16.3333,63.82,72,40,8.05,scattered clouds
81,Coquimbo,CL,-29.9533,-71.3436,58.73,72,40,13.8,light rain
82,Ixtapa,MX,20.7,-105.2,84.22,74,100,8.05,overcast clouds
83,Marawi,PH,7.9986,124.2928,79.48,66,42,1.34,scattered clouds
84,Bilma,NE,18.6853,12.9164,89.91,14,5,5.28,clear sky
85,Yerofey Pavlovich,RU,53.9667,121.9667,58.98,95,100,3.8,overcast clouds
86,Nome,US,64.5011,-165.4064,44.17,96,100,14.54,overcast clouds
87,Salalah,OM,17.0151,54.0924,82.49,89,75,10.36,broken clouds
88,Bonthe,SL,7.5264,-12.505,77.81,86,100,8.14,light rain
89,Hobart,AU,-42.8794,147.3294,57.25,78,75,1.99,broken clouds
90,Aklavik,CA,68.2191,-135.0107,77.14,27,100,12.68,overcast clouds
91,Bowen,AU,-20.0167,148.2333,71.37,64,0,17.05,clear sky
92,Barrow,US,71.2906,-156.7887,42.82,87,100,13.8,mist
93,Jamestown,US,42.097,-79.2353,74.84,56,0,10.36,clear sky
94,Punta Arenas,CL,-53.15,-70.9167,39.11,60,100,14.88,overcast clouds
95,Acari,PE,-15.4311,-74.6158,64.24,70,91,2.42,overcast clouds
96,Busselton,AU,-33.65,115.3333,59.67,87,100,9.44,light rain
97,Krasnoselkup,RU,65.7,82.4667,74.28,41,0,11.59,clear sky
98,Montego Bay,JM,18.4712,-77.9188,78.78,81,90,6.2,overcast clouds
99,Faanui,PF,-16.4833,-151.75,80.33,66,20,8.79,few clouds
100,Esperance,AU,-33.8667,121.9,60.48,79,100,13.31,overcast clouds
101,Mysen,NO,59.5535,11.3258,58.69,91,100,1.01,light rain
102,Kangayam,IN,11.0,77.5667,76.17,72,100,15.9,overcast clouds
103,Prince Rupert,CA,54.3161,-130.3201,53.01,72,55,4.45,broken clouds
104,Hammerfest,NO,70.6634,23.6821,50.45,66,100,8.05,overcast clouds
105,Provideniya,RU,64.3833,-173.3,41.36,100,100,15.99,mist
106,Dikson,RU,73.5069,80.5464,38.19,91,100,17.4,light rain
107,Savelugu,GH,9.6244,-0.8253,74.37,85,100,4.16,overcast clouds
108,Kosonsoy,UZ,41.2561,71.5508,66.76,57,97,4.88,moderate rain
109,Kavieng,PG,-2.5744,150.7967,84.87,67,100,5.1,light rain
110,Grand Gaube,MU,-20.0064,57.6608,66.38,75,36,3.0,scattered clouds
111,Vestmanna,FO,62.1564,-7.1664,49.12,87,100,14.97,overcast clouds
112,Taitung,TW,22.7583,121.1444,88.07,70,20,2.3,few clouds
113,Kodiak,US,57.79,-152.4072,65.71,52,0,6.91,smoke
114,Botro,CI,7.8525,-5.3106,71.06,98,99,4.74,overcast clouds
115,Buchanan,LR,5.8808,-10.0467,76.35,89,98,7.36,light rain
116,Quatre Cocos,MU,-20.2078,57.7625,66.09,73,18,13.96,few clouds
117,Tucurui,BR,-3.7661,-49.6725,73.09,94,100,2.64,overcast clouds
118,Iquitos,PE,-3.7481,-73.2472,73.44,94,20,1.14,few clouds
119,Mayo,US,38.8876,-76.5119,73.67,93,100,14.97,mist
120,Puerto Ayora,EC,-0.7393,-90.3518,69.55,97,95,3.0,overcast clouds
121,Lexington,US,37.9887,-84.4777,76.14,76,0,6.91,clear sky
122,Cidreira,BR,-30.1811,-50.2056,61.34,97,100,4.59,overcast clouds
123,Ribeira Brava,PT,32.65,-17.0667,66.83,68,33,3.71,scattered clouds
124,Bardiyah,LY,31.7561,25.0865,73.44,86,0,13.42,clear sky
125,Yellowknife,CA,62.456,-114.3525,69.57,32,6,10.0,clear sky
126,Mogadishu,SO,2.0371,45.3438,77.85,76,99,18.86,overcast clouds
127,Henties Bay,NA,-22.116,14.2845,54.54,81,0,7.9,clear sky
128,Carnarvon,AU,-24.8667,113.6333,67.86,74,0,11.3,clear sky
129,Peachland,CA,49.7665,-119.7357,78.85,21,7,13.51,clear sky
130,Codajas,BR,-3.8367,-62.0569,76.44,80,85,1.72,overcast clouds
131,Bredasdorp,ZA,-34.5322,20.0403,58.71,83,100,5.99,overcast clouds
132,Yulara,AU,-25.2406,130.9889,58.77,40,0,5.84,clear sky
133,Sabla,NG,12.7525,4.7077,83.34,55,93,10.29,overcast clouds
134,Kiruna,SE,67.8557,20.2251,47.32,76,100,12.66,overcast clouds
135,Miles City,US,46.4083,-105.8406,81.57,36,0,5.75,clear sky
136,Margate,GB,51.3813,1.3862,61.3,90,2,3.0,clear sky
137,Tumbi,TZ,-5.0667,32.7333,59.45,53,2,4.79,clear sky
138,Bambous Virieux,MU,-20.3428,57.7575,66.22,69,11,13.04,few clouds
139,Massakory,TD,12.996,15.7293,87.84,44,70,6.62,broken clouds
140,Dingle,PH,10.9995,122.6711,84.0,74,59,4.21,broken clouds
141,Cherskiy,RU,68.75,161.3,57.51,60,100,10.42,light rain
142,Sur,OM,22.5667,59.5289,85.08,69,72,15.66,broken clouds
143,Linfen,CN,36.0889,111.5189,83.75,53,0,2.08,clear sky
144,Les Cayes,HT,18.2,-73.75,77.88,86,41,5.3,scattered clouds
145,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,64.87,59,100,9.93,overcast clouds
146,Plettenberg Bay,ZA,-34.0527,23.3716,62.01,67,69,6.87,broken clouds
147,Portland,US,45.5234,-122.6762,79.38,56,20,9.22,few clouds
148,Camopi,GF,3.1655,-52.3158,72.68,98,95,2.3,overcast clouds
149,Ketchikan,US,55.3422,-131.6461,55.08,63,100,4.92,overcast clouds
150,Hambantota,LK,6.1241,81.1185,77.34,100,40,5.75,scattered clouds
151,Kitgum,UG,3.2783,32.8867,65.39,91,87,3.8,light rain
152,Anju,KP,39.6178,125.6647,71.02,90,100,7.45,heavy intensity rain
153,Mineiros,BR,-17.5694,-52.5511,66.74,45,20,3.31,few clouds
154,Oktyabrskiy,RU,54.4815,53.471,59.32,96,100,2.55,overcast clouds
155,Ashland,US,40.8167,-82.2665,78.76,72,68,8.99,broken clouds
156,Upernavik,GL,72.7868,-56.1549,33.98,89,100,9.98,overcast clouds
157,Rjukan,NO,59.8789,8.5941,56.44,83,76,4.92,light rain
158,San Cristobal,VE,7.7669,-72.225,75.38,88,5,2.35,clear sky
159,Zaysan,KZ,47.4667,84.8667,84.99,20,7,2.98,clear sky
160,Neiafu,TO,-18.65,-173.9833,79.48,69,20,9.22,few clouds
161,Aykhal,RU,66.0,111.5,78.93,28,100,12.66,overcast clouds
162,Qaanaaq,GL,77.484,-69.3632,38.98,62,20,1.81,few clouds
163,Port Hawkesbury,CA,45.6169,-61.3485,56.91,95,20,5.99,few clouds
164,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,59,0,11.18,clear sky
165,Amga,RU,60.8953,131.9608,77.52,38,11,4.85,few clouds
166,Mahebourg,MU,-20.4081,57.7,66.25,68,13,12.48,few clouds
167,Batagay,RU,67.6333,134.6333,56.01,46,84,5.03,broken clouds
168,Thompson,CA,55.7435,-97.8558,66.36,68,75,5.75,broken clouds
169,Guaratinga,BR,-16.5667,-39.5667,64.76,97,5,1.59,clear sky
170,Tambovka,RU,50.0969,128.0489,71.82,79,73,6.35,broken clouds
171,Kahului,US,20.8947,-156.47,82.98,65,40,20.71,scattered clouds
172,Sinnamary,GF,5.3833,-52.95,77.07,87,17,6.96,few clouds
173,Port Augusta,AU,-32.5,137.7667,62.08,59,0,14.79,clear sky
174,Ballina,AU,-28.8667,153.5667,66.02,75,0,3.31,clear sky
175,Kapaa,US,22.0752,-159.319,79.48,77,100,10.36,light rain
176,Lompoc,US,34.6391,-120.4579,76.84,72,0,14.97,clear sky
177,Necochea,AR,-38.5473,-58.7368,40.05,67,47,1.63,scattered clouds
178,Ajaccio,FR,42.0,8.9167,68.05,78,0,4.61,clear sky
179,Assiniboia,CA,49.6334,-105.9845,77.76,39,8,13.38,clear sky
180,Saint-Philippe,RE,-21.3585,55.7679,63.99,80,82,15.59,light rain
181,Beira,MZ,-19.8436,34.8389,66.94,88,73,3.69,moderate rain
182,Zhangye,CN,38.9342,100.4517,78.89,31,1,5.39,clear sky
183,Alugan,PH,12.2188,125.4808,81.61,80,100,6.08,overcast clouds
184,Longyearbyen,SJ,78.2186,15.6401,44.44,70,75,18.41,broken clouds
185,Kapit,MY,2.0167,112.9333,75.79,97,100,1.43,overcast clouds
186,Kaitangata,NZ,-46.2817,169.8464,44.83,48,83,3.22,broken clouds
187,Cabo San Lucas,MX,22.8909,-109.9124,92.61,51,0,16.11,clear sky
188,Tamandare,BR,-8.7597,-35.1047,74.7,94,100,5.91,overcast clouds
189,Lagoa,PT,39.05,-27.9833,64.31,83,100,13.6,overcast clouds
190,Cayenne,GF,4.9333,-52.3333,79.09,1,47,0.0,scattered clouds
191,Neijiang,CN,29.5835,105.0622,73.15,98,100,8.48,light rain
192,Manzhouli,CN,49.6,117.4333,65.79,65,100,6.17,heavy intensity rain
193,Luderitz,NA,-26.6481,15.1594,56.08,72,0,7.2,clear sky
194,Yuli,NG,9.6989,10.2744,75.78,78,100,4.12,overcast clouds
195,Mantua,IT,45.1667,10.7833,71.1,87,5,3.0,clear sky
196,Cape Town,ZA,-33.9258,18.4232,59.11,93,44,4.0,scattered clouds
197,Lewisville,US,33.0462,-96.9942,97.16,39,0,5.75,clear sky
198,Torbay,CA,47.6666,-52.7314,59.58,77,27,3.0,scattered clouds
199,Goderich,CA,43.7501,-81.7165,65.91,76,0,13.78,clear sky
200,Warmbad,NA,-28.45,18.7333,51.94,79,93,9.13,overcast clouds
201,Arraial Do Cabo,BR,-22.9661,-42.0278,70.27,87,0,18.81,clear sky
202,Morondava,MG,-20.2833,44.2833,64.38,79,0,10.56,clear sky
203,Balgazyn,RU,51.0,95.2,70.77,50,1,3.65,clear sky
204,Fershampenuaz,RU,53.5202,59.8117,61.57,90,100,5.57,light rain
205,Alofi,NU,-19.0595,-169.9187,78.69,69,20,12.66,few clouds
206,Mehamn,NO,71.0357,27.8492,42.75,87,24,10.36,few clouds
207,Kandi,BJ,11.1342,2.9386,74.35,80,53,4.29,broken clouds
208,Yerbogachen,RU,61.2767,108.0108,70.25,48,44,6.33,scattered clouds
209,Chernyshevskiy,RU,63.0128,112.4714,75.06,34,100,0.83,overcast clouds
210,Kudahuvadhoo,MV,2.6708,72.8944,82.54,73,89,3.13,overcast clouds
211,Sakakah,SA,29.9697,40.2064,76.68,42,0,9.51,clear sky
212,Severo-Kurilsk,RU,50.6789,156.125,48.2,88,75,17.13,broken clouds
213,Meulaboh,ID,4.1363,96.1285,76.23,87,100,4.76,overcast clouds
214,Fortuna,US,40.5982,-124.1573,67.93,74,0,5.99,clear sky
215,Kalmunai,LK,7.4167,81.8167,79.36,76,100,7.78,overcast clouds
216,Arica,CL,-18.475,-70.3042,57.43,77,0,6.91,clear sky
217,Ewa Beach,US,21.3156,-158.0072,83.57,56,75,16.11,broken clouds
218,Koslan,RU,63.4564,48.8989,51.06,63,100,5.41,overcast clouds
219,Hervey Bay,AU,-25.2986,152.8535,69.03,69,0,7.0,clear sky
220,Manta,EC,-0.95,-80.7333,71.38,88,100,8.05,overcast clouds
221,Haines Junction,CA,60.7522,-137.5108,65.16,49,100,6.44,light rain
222,Zeya,RU,53.75,127.2667,67.08,81,99,3.15,light rain
223,Taoudenni,ML,22.6783,-3.9836,97.65,21,0,12.86,clear sky
224,San Carlos De Bariloche,AR,-41.1456,-71.3082,28.89,92,99,2.57,overcast clouds
225,Bac Lieu,VN,9.285,105.7244,83.5,72,98,3.11,overcast clouds
226,Ribeira Grande,PT,38.5167,-28.7,65.34,83,97,17.85,overcast clouds
227,San Patricio,US,28.017,-97.5169,89.19,58,0,12.95,clear sky
228,College,US,64.8569,-147.8028,78.01,35,75,5.75,broken clouds
229,Tahoua,NE,14.8888,5.2692,86.22,42,38,8.55,scattered clouds
230,Juneau,US,58.3019,-134.4197,55.4,98,100,0.0,overcast clouds
231,Bambanglipuro,ID,-7.95,110.2833,80.55,78,98,11.7,overcast clouds
232,Kazerun,IR,29.6195,51.6541,80.11,23,0,1.77,clear sky
233,Beringovskiy,RU,63.05,179.3167,46.72,86,100,12.44,overcast clouds
234,Nelson,NZ,-41.2833,173.2833,52.29,82,100,1.01,overcast clouds
235,Huitziltepec,MX,17.8167,-99.4667,65.86,85,100,5.66,overcast clouds
236,Noumea,NC,-22.2763,166.4572,75.18,99,100,5.12,overcast clouds
237,Talnakh,RU,69.4865,88.3972,78.21,29,0,5.35,clear sky
238,Byron Bay,AU,-28.65,153.6167,65.95,63,0,2.35,clear sky
239,Kamaishi,JP,39.2667,141.8833,69.73,77,100,9.71,overcast clouds
240,Turukhansk,RU,65.8167,87.9833,77.02,36,4,10.76,clear sky
241,Otradnoye,RU,59.7775,30.8181,50.09,72,97,3.15,overcast clouds
242,Okhotsk,RU,59.3833,143.3,50.54,87,100,7.05,overcast clouds
243,Abnub,EG,27.2696,31.1511,77.99,43,0,11.92,clear sky
244,Ukiah,US,39.1502,-123.2078,96.17,28,0,9.22,clear sky
245,Flic En Flac,MU,-20.2742,57.3631,66.52,70,1,12.93,clear sky
246,Pak Phanang,TH,8.3511,100.202,80.17,82,100,7.96,overcast clouds
247,Ginda,IN,30.6945,78.4932,68.2,43,1,3.13,clear sky
248,Saskylakh,RU,71.9167,114.0833,51.71,42,42,9.06,scattered clouds
249,Kalga,RU,50.9251,118.898,70.99,51,98,6.38,overcast clouds
250,Codrington,AU,-38.2667,141.9667,57.56,73,100,18.34,overcast clouds
251,Ancud,CL,-41.8697,-73.8203,37.22,77,3,6.91,clear sky
252,Port Macquarie,AU,-31.4333,152.9167,62.89,46,0,1.14,clear sky
253,Boa Vista,BR,2.8197,-60.6733,80.58,78,40,1.14,scattered clouds
254,Lavrentiya,RU,65.5833,-171.0,47.46,78,61,11.43,broken clouds
255,Touros,BR,-5.1989,-35.4608,74.89,90,100,6.38,light rain
256,Bengkulu,ID,-3.8004,102.2655,76.37,88,100,3.53,overcast clouds
257,Kirakira,SB,-10.4544,161.9205,83.86,72,50,5.79,scattered clouds
258,Monrovia,LR,6.3005,-10.7969,74.97,85,97,5.91,light rain
259,Miranda,CO,3.2499,-76.2281,65.82,95,77,5.84,broken clouds
260,Buala,SB,-8.145,159.5921,85.06,69,29,5.57,light rain
261,Lachhmangarh,IN,27.8214,75.0251,83.79,59,0,5.75,clear sky
262,Teya,RU,60.3778,92.6267,70.68,43,65,6.51,broken clouds
263,Kruisfontein,ZA,-34.0033,24.7314,59.9,57,100,6.42,overcast clouds
264,Ust-Maya,RU,60.4167,134.5333,80.24,52,12,2.55,light rain
265,Ilulissat,GL,69.2167,-51.1,37.42,81,100,3.44,overcast clouds
266,San Carlos Del Zulia,VE,9.0,-71.9135,77.56,82,31,4.21,scattered clouds
267,Jose De Freitas,BR,-4.7564,-42.5756,76.15,58,100,2.19,overcast clouds
268,Serowe,BW,-22.3833,26.7167,51.48,70,0,11.9,clear sky
269,Cockburn Town,TC,21.4612,-71.1419,81.14,74,2,9.75,clear sky
270,Manakara,MG,-22.1333,48.0167,66.07,87,100,10.25,light rain
271,La Ronge,CA,55.1001,-105.2842,60.24,67,51,4.83,broken clouds
